省,市,医院名称,地址,邮政编码,电话,院长,床位数,等级,日门诊量,特色专科
甘肃省,平凉市,平凉地区人民医院,平凉市崆峒东路296号,744000,0933-8613787,马小槟,600,三乙,600,神经内科、血液病、心血管、内分泌、消化内科、呼吸内科、胸外科、泌尿外科、普外、神经外科、骨科、眼科
甘肃省,庆阳县,长庆油田职工医院,庆阳县人民路8号,745100,0934-8593198,杨耀明,500,三乙,214,
甘肃省,金昌市,金川有色金属公司职工医院,金昌市北京路53号,737100,0935-8811453,张德生,547,三乙,1498,
甘肃省,张掖市,张掖地区人民医院,张掖市环城西路8号,734000,0936-8215484、8213206,钱耀文,510,三乙,635,心内科、口腔科、检验科、神经外科、骨科、产科、检验科等
甘肃省,酒泉市,酒泉地区人民医院,酒泉市西大街72号,735000,0937-2652745,李群星,590,三乙,976,眼耳鼻喉科、骨科、肝胆肠外科、泌尿外科
甘肃省,嘉峪关市,酒钢医院,嘉峪关市雄关西路18号,735100,0937-6713912、6711770,王宏仁,500,三乙,438,内分泌科、心血管专科、脑系科、消化科、烧伤科、骨科、眼科等
甘肃省,白银市,白银市第一人民医院(原：白银公司职工医院),白银市白银区四龙路222号,730900,0943-8812061,马院长,550,三乙,773,
甘肃省,兰州市,武警甘肃省总队医院,兰州市兰新村251号,730050,0931-2861901(总机),赵金来,300,三乙,210,儿麻矫治、近视眼治疗、癌症止痛、核医学检测
甘肃省,兰州市,甘肃省民政康复医院,城关区大雁滩路199号,730000,0931-8825250,李子中,200,一级,187,中医科、精神科、神经科
甘肃省,静宁县,静宁县第二人民医院,静宁县李店乡,734000,0933-2380252,张占彬,25,一甲,47,
甘肃省,静宁县,静宁县妇幼保健站,静宁县阿阳新村,743400,0933-2521221,翟沪兰,14,一甲,,
甘肃省,兰州市 ,甘肃省西北民族学院附设医院,兰州市西北新村1号,730030,0931-8463710,高兰花,51,,173,
甘肃省,兰州市,兰州市第三人民医院,七里河区建兰新村130号,730050,0931-2861499、2861512,王树道,210,,93,精神科、神经内科、精神分裂病、感情性精神病等
甘肃省,兰州市,兰州红十字康乐医院,城关区伏龙坪中街227号,730030,0931-8465277,范金凤,230,,186,
甘肃省,兰州市,兰州中西医结合医院,城关区白银路15号,730030,0931-8463785、8459595,张玉芳,210,,188,
甘肃省,兰州市,兰州市社会福利精神病院兰州市康复医院,七里河区华林山,730050,0931-2333124,,150,,98,
甘肃省,兰州市,兰州市残疾儿童康复中心,七里河区八里窑1号,730050,0931-2333135,,145,,84,
甘肃省,兰州市,兰州市医骨伤科医院,城关区大雁滩146号,730000,0931-8822145,,60,,32,骨科
甘肃省,兰州市,兰州中医康复医院,七里河区华林坪二路50号,730050,0931-2333390,汤胜发,100,,65,
甘肃省,兰州市,甘肃省干部医疗保健医院,城关区段家169号,730020,0931-8498241,,216,,173,
甘肃省,兰州市,兰州市城关区第二人民医院,兰州市,730032,0931-8435569,,,,,
甘肃省,兰州市,兰州市城关区第三人民医院,兰州市,730030,0931-4663806,,,,,
甘肃省,兰州市,兰州西固区中医院,西固区西固中街77号,730060,0931-7572002,李生福,80,,200,
甘肃省,兰州市,兰州西固区妇幼保健院,西固区西固中街60号,730060,0931-7555707,张惠元,120,,58,
甘肃省,兰州市,兰州市安宁区人民医院,安宁区健康路16号,730070,0931-7666856,,132,,55,
甘肃省,兰州市,兰州市红古区人民医院,红古区八号街坊,730084,0931-6211106,薛尚才,100,,73,
甘肃省,兰州市,兰州市七里河区人民医院,七里河区西津东路385号,730050,0931-2333566,汪生云,100,,129,
甘肃省,兰州市,兰州安定医院,七里河区彭家坪中心坪5号,730050,0931-2331419,李维,86,,103,
甘肃省,兰州市,兰州大学医院,城关区盘旋路216号,730000,0931-8843000,,50,,272,
甘肃省,兰州市,甘肃省西北师范大学医院,安宁区东路59号,730070,0931-7666821,,62,,113,
甘肃省,兰州市,兰州邮电医院,城关区武都路201号,730030,0931-8466675,裴建唐,70,,177,
甘肃省,兰州市,中国民航西北管理局兰州医院,城关区焦家254号,730020,0931-8497104,,100,,109,
甘肃省,兰州市,甘肃省劳改局兰州医院,城关区大沙273号,730046,0931-8827321,,105,,90,
甘肃省,兰州市,兰西铁路医院,七里河区武威路93号,730050,0931-2346305、2337887,,220,,361,
甘肃省,兰州市,甘肃省铁道部第一工程局兰州医院,城关区民主西路9号,730000,0931-8417841,,60,,42,
甘肃省,兰州市,阿干镇煤矿职工医院,七里河区阿干镇大135号,730060,0931-8465011,,181,,157,
甘肃省,兰州市,兰州机车厂职工医院,七里河区武威路51号,730050,0931-2946875,王元峰,120,,435,
甘肃省,兰州市,国营万里机电厂职工医院,安宁区费家营万新路4号,730070,0931-7666521,杨文波,120,,78,
甘肃省,兰州市,兰州通用机械厂职工医院,兰州市七里区土门墩,730050,0931-2333921,,84,,272,
甘肃省,兰州市,兰州平板玻璃厂职工医院,西固区西固东路49号,730060,0931-7556702,,105,,322,
甘肃省,兰州市,兰州电机厂职工医院,七里河区龚家坪328号,730050,0931-2336951,,104,,46,
甘肃省,兰州市,兰州飞控仪器厂职工医院,安宁区西路106号,730070,0931-7666620-494,郑德仓,100,,191,
甘肃省,兰州市,兰州钢铁集团公司职工医院,城关区东岗新村101号,730020,0931-8498811,杜贵荣,110,,123,
甘肃省,兰州市,甘肃省水利水电工程局职工医院,兰州市九州开发区,730046,0931-8332364、8331611,郇增年,40,,40,心内科
甘肃省,兰州市,甘肃省建筑一公司职工医院,七里河区晏家坪10号,730050,0931-2334585,,70,,146,
甘肃省,兰州市,甘肃省兰州第一毛纺厂职工医院,七里河火星街100号,730050,0931-2336961,,50,,80,
甘肃省,兰州市,甘肃省黄河铝业有限公司职工医院,西固区山丹街218号,730060,0931-7557494,冯子祥,60,,258,
甘肃省,兰州市,甘肃省兰州纺织厂职工医院,西固区西固中路429号,730060,0931-7578864,杜继东,80,,201,
甘肃省,兰州市,甘肃省兰州维尼纶厂职工医院,西固区河口南,730094,0931-7557445,,60,,200,
甘肃省,兰州市,有色总公司一建公司第二职工医院,西固区新城街道,730094,0931-7523411,,50,,54,
甘肃省,兰州市,兰州炭素工业公司职工医院,红古区1号街坊,730084,0931-6214281,李德延,100,,373,
甘肃省,兰州市,永登县人民医院,城关镇胜利路11-17号,730300,0931-6422234,王兆全,156,,227,
甘肃省,永登县,永登县中医院,永登县民主街45号,730300,0931-6422242,甘培尚,106,,144,
甘肃省,永登县,永登县水泥厂职工医院,永登县清水河,730301,0931-6422597,纪存仁,50,,117,
甘肃省,永登县,兰州连城铝厂职工医院,永登县蒋家坪,730335,0931-6905429,高杰雅,120,,173,
甘肃省,永登县,西北铁合金厂职工医院,永登县淌沟村,730334,0931-6311188,李锁成,110,,219,
甘肃省,皋兰县,皋兰县人民医院,皋兰县北辰路50号,730200,0931-5722567,强生舜,126,,104,
甘肃省,榆中县,榆中县第二人民医院,榆中县高崖,730113,0931-5287155,王正堂,50,,75,
甘肃省,榆中县,榆中县中医院,榆中县城关镇一悟路24号,730100,0931-5221826,周明易,100,,113,
甘肃省,榆中县,榆中县妇幼保健院,榆中县,730100,,段玉珍,,,,
甘肃省,临夏市,临夏回族自治州人民医院,临夏市民主东路60号,731100,0930-6212297、3222183,冯春彦,256,,305,
甘肃省,临夏市,临夏回族自治州中医院,临夏市红园路47号,731100,,,,,,
甘肃省,临夏市,临夏州人民医院,临夏市民主东路60号,731100,0930-6212297,冯冲彦,420,,254,骨科、小儿麻痹矫治
甘肃省,临夏市,临夏州中医院,临夏市红园路47号,731100,0930-6212056,魏岐山,100,,126,
甘肃省,临夏市,临夏州妇幼保健院,临夏市解放路4号,731100,0930-6213830,马秀芬,108,,131,
甘肃省,临夏市,临夏市城内医院,临夏市团结路59号,731100,0930-6212379,赵培礼,100,,120,
甘肃省,临夏市,临夏市民族医院,临夏市环城东路4号,731100,0930-6213555,陈占贤,161,,143,
甘肃省,临夏市,甘肃省光学仪器工业公司职工医院,临夏市民主西路,731100,0930-6212810,,100,,82,
甘肃省,临夏市,临夏县医院,临夏州临夏县,731800,0930-6212183,陈世伟,80,,178,
甘肃省,积石山县,积石山县人民医院,积石山县,731700,0930-7721416,陈尚德,50,,155,
甘肃省,广河县,广河县人民医院,广河县西关,731300,0930-5522085,马海英,80,,82,
甘肃省,康乐县,康乐县人民医院,康乐县附城镇新治街12号,731500,0930-4421265,马国海,150,,206,
甘肃省,康乐县,康乐县中医院,康乐县陈家磨2号,731500,0930-4421111,邵淑芳,88,,32,
甘肃省,东乡县,东乡族县人民医院,东乡县东西大街82号,731400,0930-7121717,,55,,86,
甘肃省,和政县,和政县人民医院,和政县后泉,731200,0930-5521148,吴君翊,75,,153,
甘肃省,永靖县,永靖县人民医院,永靖县刘家峡镇黄河路29号,731600,0930-8832381,宋文华,100,,115,
甘肃省,永靖县,水电部工程四局职工医院,永靖县刘家峡镇川西路,731600,0930-8457611,,104,,83,
甘肃省,定西县,定西县第一人民医院,定西县解放路32号,743000,0932-8213702,宋国余,201,,288,
甘肃省,定西县,定西县第二人民医院,定西县锦屏,743011,0932-8218227,文进文,80,,150,
甘肃省,定西县,定西县中医院,定西县中华路65号,743000,0932-8213301、8211392,陈新华,65,,88,
甘肃省,渭源县,渭源县人民医院,渭源县清源,748200,0932-4132039,张保荣,150,,186,
甘肃省,渭源县,渭源县中医院,渭源县清源,748200,0932-4132297,容渭德,144,,113,
甘肃省,渭源县,渭源县会川人民医院,渭源县东关,748201,0932-4181244,杨作平,70,,104,
甘肃省,岷县,岷县人民医院,岷县和平路,748400,0932-7722479,包五洲,200,,165,
甘肃省,通渭县,通渭县人民医院,通渭县北街8号,743300,0932-5552396,苟启文,150,,209,
甘肃省,通渭县,通渭县中医院,通渭县南街34号,743300,0932-5552706,张建文,134,,109,
甘肃省,漳县,漳县人民医院,漳县武阳路35号,748300,0932-4862345,汪铿,100,,90,
甘肃省,漳县,漳县中医院,漳县城关,748300,0932-4862366,马信应,82,,141,
甘肃省,陇西县,陇西县第一人民医院,陇西县景家桥11号,748100,0932-6622418,李维民,230,,273,
甘肃省,陇西县,陇西县第二人民医院,陇西县交通路,748000,0932-6688231,陈来喜,27,,260,
甘肃省,陇西县,陇西县中医院,陇西县西环西村304号,748100,0932-6622485,许德华,60,,186,
甘肃省,陇西县,甘肃省西北铝加工厂职工医院,陇西县西郊坪,748111,0932-6622830,王如阜,165,,293,
甘肃省,陇西县,西北有色冶金机械厂职工医院,陇西县,788112,0932-6620114,,100,,210,
甘肃省,平凉市,平凉地区妇幼保健院,平凉市西大街164号,744000,0933-8214217,张明杰,122,,108,
甘肃省,平凉市,平凉市中医院,平凉市中山街109号,744000,0933-8212978,魏守国,100,,336,皮肤病
甘肃省,平凉市,平凉市妇幼保健院,平凉市,744000,0933-8214208,,,,,
甘肃省,平凉市,平凉市精神病医院,平凉市红旗街213号,744000,0933-8213057,范国华,74,,56,
甘肃省,平凉市,平凉市中医骨伤医院,平凉市过店街50号,744000,0933-8213336,杨敬德,50,,70,
甘肃省,庄浪县,庄浪县人民医院,庄浪县东关街35号,744600,0933-6624594,高建荣,300,,238,
甘肃省,庄浪县,庄浪县中医院,庄浪县中街62号,744600,0933-6621615,苏亚平,110,,201,
甘肃省,华亭县,华亭县第一人民医院,华亭县东华镇南新街19号,744100,0933-7721703,石继福,150,,176,
甘肃省,华亭县,华亭县第二人民医院,华亭县广场,744103,0933-7761115,许振兴,100,,106,
甘肃省,华亭县,华亭县中医院,华亭县南新街21号,744100,0933-7721073,韩忠义,81,,121,
甘肃省,华亭县,华亭矿务局医院,华亭县立新,744103,0933-7761730,许德厚,84,,80,
甘肃省,崇信县,崇信县人民医院,崇信县新西街34号,744200,0933-6121455,景栓贵,100,,92,
甘肃省,灵台县,灵台县第二人民医院,灵台县社古,744406,0933-3681096,巩兴堂,180,,164,
甘肃省,泾川县,泾川县中医院,泾川县安定,744300,0933-3321626,史建民,60,,97,
甘肃省,安口镇,五二零三厂五二职工医院,安口镇石堡子,744101,0933-7722114,,160,,104,
甘肃省,西峰市,西峰市人民医院,西峰市北大街134号,745000,0934-8213225,倪思驾,50,,409,
甘肃省,华池县,华池县人民医院,华池县城关老城,745600,0934-5121722,王如桢,120,,68,
甘肃省,华池县,华池县中医院,华池县城关华吴,745600,0934-5121854,芮含莹,36,,16,
甘肃省,正宁县,正宁县第一人民医院,正宁县新宁,745300,0934-6121920,黄孝儒,130,,125,
甘肃省,正宁县,正宁县第二人民医院,正宁县湫头,745307,0934-6151132,梁贵平,189,,210,
甘肃省,正宁县,正宁县中医院,正宁县西,745300,0934-6121003,郭明全,50,,77,
甘肃省,合水县,合水县第一人民医院,合水县北街110号,745400,0934-5521469,徐保忠,80,,159,
甘肃省,合水县,合水县中医院,合水县南街120号,745400,0934-5521743,卜怀春,206,,170,
甘肃省,振原县,镇原县第一人民医院,镇原县,744500,0934-7121381,,183,,150,
甘肃省,宁县,宁县人民医院,宁县新宁,745200,0934-6122747,邓华宁,145,,208,
甘肃省,宁县,宁县中医院,宁县新宁,745200,0934-6122430,席效宏,162,,107,
甘肃省,西峰市,庆阳地区中医院,西锋市烟台巷23号,745000,0934-8212344,,250,,325,血液病
甘肃省,西峰市,庆阳地区妇幼保健院,西峰市西一路,745000,0934-8612442,王淑琴,147,,108,
甘肃省,庆阳县,庆阳县人民医院,庆阳县,745100,0934-3222453,,110,,119,
甘肃省,庆阳县,庆阳县中医院,庆阳县,745100,0934-3222355,杨积茂,,,,
甘肃省,庆阳县,长庆石油勘探局职工医院马岭分院,庆阳县,745113,0934-3592357,,100,,206,
甘肃省,武威市,武威地区人民医院,武威市南大街37号,733000,0935-2290567、2212467,,430,,645,
甘肃省,武威市,武威地区中医院,武威市东关街复兴路1号,733000,0935-2211736,,150,,323,脾胃病等
甘肃省,武威市,武威市第二人民医院,武威市大河,733009,0935-2711107,郭宗保,40,,146,
甘肃省,武威市,武威市中医院,武威市西大街54号,733000,0935-2214473、2212395,周院长,100,,232,
甘肃省,武威市,武威市肿瘤防治医院,武威市共和街卫生巷19号,733000,0935-2214911,米登海,100,,109,
甘肃省,武威市,武威市城关镇人民医院,武威市胜利街63号,733000,0935-2214173,,50,,835,
甘肃省,武威市,甘肃省黄羊河实业公司职工医院,武威市新河街1号,733008,0935-2720278,刘保东,80,,210,
甘肃省,金昌市,金昌市第二人民医院,金昌市新华路,737100,0935-8213014,魏代享,165,,141,
甘肃省,金昌市,金昌市中医院,金昌市金川县延安路,737100,0935-8213048,刘成业,120,,86,
甘肃省,金昌市,中国有色金属工业第八治金建设公司职工医院,金昌市杭州路,737100,0935-8324443,,180,,145,
甘肃省,永昌县,永昌县中医院,永昌县车站路,737109,0935-7321755,赵天永,110,,74,
甘肃省,天祝县,天祝县人民医院,天祝县南街,733200,0935-3121148,张胜利,100,,162,
甘肃省,民勤县,民勤县人民医院,民勤县西大街44号,733300,0935-4122435,毕开国,115,,213,
甘肃省,民勤县,民勤县中医院,民勤县北关,733300,0935-4122434,石诚彦,152,,131,
甘肃省,古浪县,古浪县人民医院,古浪县上城,733100,0935-5121334,李天德,65,,258,
甘肃省,古浪县,古浪县中医院,古浪县双城,733103,0935-5121192,焦自成,60,,477,
甘肃省,张掖市,张掖市中医院,张掖市东环路11号,734000,0936-8213854,姚平,60,,103,
甘肃省,临泽县,临泽县人民医院,临泽县沙河街2号,734200,0936-5521798,王兆恒,171,,173,
甘肃省,民乐县,民乐县人民医院,民乐县东街,734500,0936-4421282,李兴文,114,,434,
甘肃省,民乐县,民乐县中医院,民乐县西,734500,0936-4421394,徐兴祥,74,,268,
甘肃省,高台县,高台县人民医院,高台县医院西路1号,734300,0936-6621016,张汉甫,153,,340,
甘肃省,高中县,高台县中医院,高中县人民西路82号,734300,0936-6621610,王林春,171,,150,
甘肃省,山丹县,山丹县人民医院,山丹县南大街,734100,0936-2721584,梁聚民,160,,295,
甘肃省,山丹县,山丹县中医院,山丹县南大街,734100,0936-2721421,王景录,184,,153,
甘肃省,山丹县,山丹煤矿职工医院,山丹县平坡,734112,0936-2721565,高尚武,82,,60,
甘肃省,肃南县,肃南县人民医院,肃南县明花路75号,734400,0936-6121471,贾子荣,55,,97,
甘肃省,肃南县,肃南县民族医院,肃南县马蹄,734400,0936-6121489,安守义,114,,107,
甘肃省,需南县,甘肃省九条岭煤矿职工医院,肃南县九条岭,733014,0936-2217961,吴成贤,100,,192,
甘肃省,酒泉市,酒泉市人民医院,酒泉市卫生街5号,735000,0937-2613448,李子波,200,,318,
甘肃省,酒泉市,酒泉市中医院,酒泉市北大街43号,735000,0937-2612153,王天瑞,100,,142,
甘肃省,酒泉市,酒泉市红十字医院,酒泉市,735000,0937-2661971,,,,,
甘肃省,酒泉市,甘肃省酒泉糖厂职工医院,酒泉市解放路66号,735000,0937-2614363,王红星,70,,100,
甘肃省,肃北县,肃北县人民医院,肃北县北街33号,736300,0937-8122381,米西格,55,,63,
甘肃省,阿克塞县,阿克塞县人民医院,阿克塞哈萨克族自治县和平路,736400,0937-8322402,王德景,50,,48,
甘肃省,敦煌市,敦煌市中医院,敦煌市沙州南路6号,736200,0937-8822396,杨森,50,,199,
甘肃省,安西县,安西县人民医院,安西县西大街,736100,0937-5521871,路生云,120,,194,
甘肃省,玉门市,玉门市第一人民医院,玉门市向阳路,735211,0937-3364312,向宏魁,232,,229,
甘肃省,玉门市,玉门市第二人民医院,玉门市和平路,735200,0937-3244323,罗希武,100,,236,
甘肃省,玉门市,玉门市中医院,玉门市民主路,735200,0937-3244152、3244168,周生忠,200,,160,
甘肃省,玉门市,玉门石油管理局职工医院,玉门市解放路,735200,0937-3928143,,350,,276,
甘肃省,玉门市,玉门铁路医院,玉门市玉门东镇,735201,0937-3272147,,110,,67,
甘肃省,玉门市,甘肃省农垦建筑工程公司职工医院,玉门市建筑公司,735211,0937-3364391,王龙昌,184,,154,
甘肃省,玉门市,甘肃省国营黄花农场职工医院,玉门市黄花,735213,0937-3364173,高德才,50,,102,
甘肃省,玉门市,甘肃省饮马实业公司职工医院,玉门市饮马,735218,0937-3346033,王兰荣,100,,121,
甘肃省,天水市,天水市第二人民医院,天水市北道区滨河南路26号,741020,0938-2616052、2615179,薄院长,515,,412,
甘肃省,天水市,天水市第三人民医院,天水市,741020,0938-8212704、8365704,,,,,
甘肃省,天水市,天水市中医院,天水市秦城区环城西路,741000,0938-8212475,任香甫,180,,275,
甘肃省,天水市,天水市妇幼保健院,天水市,741000,0938-8212475,,,,,
甘肃省,天水市,天水市眼科医院,天水市,741000,0938-8214958,,,,,
甘肃省,天水市,天水市精神病院,天水市精表路17号,741000,0938-8212704,,286,,55,
甘肃省,天水市,天水市秦城区人民医院,天水市秦城区双桥路10号,741000,0938-8212203,赵永安,180,,139,
甘肃省,天水市,天水市北道区中医院,北道区渭滨南路29号,741020,,,,,,
甘肃省,天水市,甘肃省电子部第四Ｏ七医院,天水市秦城区环城西路,741000,0938-8294371,舒世林,122,,18789,
甘肃省,天水市,天水铁路医院,北道区红旗路34号,741020,0938-2734937,,190,,189,
甘肃省,天水市,首钢岷山机械厂职工医院,天水市秦城曲岷山路80号,741018,0938-8292657,,100,,170,
甘肃省,清水县,清水县人民医院,清水县永清路34号,741400,0938-7151154,张全世,155,,270,
甘肃省,清水县,清水县中医院,清水县丰胜巷2号,741400,0938-7151335,崔初阳,36,,112,
甘肃省,张家川县,张家川县第二人民医院,张家川县西街花寺巷2号,741506,0938-7855118,吴延栋,60,,265,
甘肃省,张家川县,张家川县中医院,张家川县人民东路35号,741500,0938-7881017,刘玉琪,30,,102,
甘肃省,武山县,武山县中医院,武山县东街,741306,0938-3425282,贾双保,30,,137,
甘肃省,甘谷县,甘谷县人民医院,甘谷县北关东巷63号,741200,0938-5621684,刘新成,230,,323,
甘肃省,泰安县,秦安县人民医院,秦安县解放路20号,741600,0938-6521713,潘保才,280,,452,眼科、骨科
甘肃省,泰安县,秦安县中医院,秦安县拽渠边路61号,741600,0938-6521080,吴元衡,180,,89,
甘肃省,泰安县,四Ｏ七职工医院,秦安县兴国镇,741600,0938-6521141,,176,,138,
甘肃省,泰安县,水陇山林业局职工医院,北道区分路口,741020,0938-3236405,,100,,162,
甘肃省,武都县,陇南地区人民医院,武都县城关镇南桥457号,746000,0939-8213766、8219665,李永寿,271,,800,
甘肃省,武都县,甘肃省陇南地区妇幼保健院,武都县南桥路235号,746000,0939-8212631,姚荔华,82,,262,
甘肃省,武都县,甘肃省陇南地区精神病康复医院,武都县王沟里,746000,0939-8213371,王培基,200,,57,
甘肃省,武都县,武都县第一人民医院,武都县城关镇梁园村,746000,0939-8212840,王成学,110,,258,
甘肃省,武都县,武都县中医院,武都县南桥路236号,746000,0939-8212152,王经华,150,,128,眼科
甘肃省,武都县,甘肃省白龙江林业管理局中心医院,武都县两水镇,746010,0939-8213344,李文龄,145,,59,
甘肃省,成县,成县第二人民医院,成县黄渚,742504,0939-3218639,邱隐锐,96,,86,
甘肃省,成县,成县中医院,成县东大街,742500,0939-3213347,刘涛,65,,353,
甘肃省,徽县,徽县人民医院,徽县城关镇北街44号,742300,0939-7521664,张祥生,120,,280,
甘肃省,徽县,徽县中医院,徽县城关街西街,742300,0939-7521246,陈宝林,60,,261,
甘肃省,礼县,礼县第一人民医院,礼县南关,742200,0939-4422643,王钧,160,,340,
甘肃省,礼县,礼县第二人民医院,礼县新合,742201,0939-4431911,魏永林,25,,162,
甘肃省,礼县,礼县中医院,礼县北大街,742200,0939-4421328,陈天真,55,,67,
甘肃省,西和县,西和县人民医院,西和县贵台新街,742100,0939-6621541,尹建堂,100,,298,
甘肃省,西和县,西和县中医院,西和县解放路,742100,0939-6621362,魏永明,43,,112,
甘肃省,宕昌县,宕昌县中医院,宕昌县长征路52号,748500,0939-6121371,王智,60,,89,
甘肃省,文县,文县第一人民医院,文县城南街1号,746400,0939-5122066,王周全,100,,165,
甘肃省,文县,文县中医院,文县城关,746400,0939-5122057,袁渊,40,,128,
甘肃省,康县,康县第一人民医院,康县城关镇中街15号,746500,0939-5121177,王明远,114,,96,
甘肃省,16633,甘南州人民医院,甘南藏族自治州合作镇,747000,0941-8213517,康周海,200,,120,
甘肃省,迭部县,迭部县人民医院,迭部县电尕,747400,0941-5622423,张维纲,60,,43,
甘肃省,卓尼县,卓尼县人民医院,卓尼县柳林,747600,0941-3621973,刘建礼,50,,160,
甘肃省,卓尼县,卓尼县中医院,卓尼县柳林,747600,0941-3621001,杨进喜,40,,110,
甘肃省,玛曲县,玛曲县人民医院,玛曲县尼玛,747300,0941-6121023,陈明智,34,,40,
甘肃省,碌曲县,碌曲县人民医院,碌曲县玛艾,747200,0941-6621064,童俊德,52,,38,
甘肃省,舟曲县,舟曲县人民医院,舟曲县城关,746300,0941-5122193,余海忠,90,,178,
甘肃省,临潭县,临潭县第一人民医院,临潭县城关,747500,0941-3121838,陈世才,60,,85,
甘肃省,临潭县,临潭县中医院,临潭县城关,747500,0941-3121850,安智龙,60,,123,
甘肃省,夏河县,夏河县人民医院,夏河县拉卜楞,747100,0941-7121419、7121723,杨锦山,90,,136,
甘肃省,白银市,白银市妇幼保健院,白银市白银区纺织路155号,730900,0943-8221024、8223424,程祁德,80,,50,
甘肃省,白银市,中国有色一建职工医院,白银市中龙路,730900,0943-8222881,,150,,96,
甘肃省,白银市,白银公司劳动卫生研究所,白银市四龙路89号,730900,0943-8812854,,150,,141,
甘肃省,白银市,国营八Ｏ五厂职工医院,白银市银光路1号,730900,0943-8222470,,130,,98,
甘肃省,白银市,西北铜加工厂职工医院,白银市新建东路1号,730900,0943-8224066,,120,,100,
甘肃省,白银市,甘肃省稀土公司职工医院,白银市白银新村,730922,0943-8221541,周抒刚,100,,106,
甘肃省,会宁市,会宁县人民医院,会宁县东关南路19号,730700,0943-3221808,权国玺,151,,180,
甘肃省,会宁市,会宁县中医院,会宁县枝阳,730700,0943-3221806,周大勇,98,,164,
甘肃省,白银市,景泰县人民医院,白银市景泰县南,730400,0943-5523031,柴正斌,155,,244,
甘肃省,白银市,景泰县中医院,白银市景泰县705路,730400,0943-5523032,李启林,162,,122,
甘肃省,白银市,靖远县人民医院,白银市靖远县城关镇新城村,730600,0943-3221218,魏国林,176,,229,
甘肃省,白银市,靖远县中医院,白银市靖远县西,730600,0943-3222103,武家铭,100,,157,
甘肃省,白银市,靖远矿务局职工医院,白银市平川区宝积路,730913,0943-8223062,王世超,442,,172,
甘肃省,白银市,靖远矿务局王家山矿医院,白银市平川区王家山镇,730917,0943-6632991,,125,,79,
甘肃省,白银市,甘肃省煤矿炭一处职工医院,白银市平川区宝积路,730913,0943-8223031,,120,,280,
甘肃省,兰州市,兰州市军工医院,兰州市,730030,0931-8491584,,,,,
甘肃省,平凉市,武警8670部队医院,平凉市,744000,0933-8224637,郑学奇,,,,口腔科、癫痫专科、疼痛专科
青海省,久治县,久治县医院,久治县城镇,815000,0975-8331043,刘燕英,35,二丙,,
青海省,西宁市,青海省石油管理局西宁慢性病医院,西宁市七一路332号,810000,0971-8458884,腊胜斌,150,二级,206,
青海省,西宁市,西宁市第二人民医院青海医学院小桥分院,西宁市祁连路151号,810003,0971-5130018,张院长,330,二甲,270,骨外科、内科、消化内科、呼吸内科、心血管内科
青海省,西宁市,西宁市城北区中医院,城北区祁连路西87号,810003,0971-6146418,朱春胜,38,二甲,232,
青海省,西宁市,青海省交通医院,西宁市交通巷5号,810008,0971-6152802、6116598,郭志坚,380,二甲,1278,烧伤整形外科、神经内科
青海省,西宁市,西宁铁路医院,西宁市共和路71号,810007,0971-8127306、8143923,刘学维,210,二甲,469,传染病、精神科、口腔科
青海省,大通县,大通县第一人民医院,桥头镇文化路1号,810100,0971-2722933,张成金,280,二甲,235,耳鼻喉科、妇产科、皮肤科
青海省,大通县,青海大通红十字医院(原：大通矿务局职工医院),青海省大通红十字医院,810101,0971-2813461,纳新邦,162,二甲,,骨外科、职业病科、内科、中医科、妇产科等
青海省,乐都县,乐都县人民医院,乐都县水磨营路,810700,0972-6222131,贾中升,180,二甲,210,骨科、妇产科、耳鼻喉科
青海省,乐都县,乐都县中医院,乐都县河门街2号,810700,0972-6222563,李文林,63,二甲,180,
青海省,湟中县,湟中县中医院,湟中县团结南部睡43号,811600,0972-2232460,祁生辉,42,二甲,79,消化科
青海省,互助县,互助县中医院,互助县东街10号,810500,0972-8322205,拉永寿,72,二甲,112,针灸科、肛肠科
青海省,河南县,河南蒙古自治县蒙藏医院,青海省河南县,811700,,久美,52,二甲,130,高原风湿性关节炎
青海省,共和县,海南藏族自治州医院,共和县绿州北路44号,813000,0974-8512247、8512364,百嘉,300,二甲,262,
青海省,共和县,海南藏族自治州藏医院,共和县团结南路18号,813000,0974-8512938、8512691,柔多,81,二甲,117,
青海省,共和县,共和县中医院,共和县团结南路241号,813000,0974-8512832,关却加,101,二甲,145,中医骨伤科
青海省,贵德县,贵德县医院,贵德县下栅门健康路,811700,0974-8553202,,146,二甲,196,
青海省,果洛州,果洛藏族自治州医院,果洛藏族自治州大武镇,814000,0975-8382840,杨杰,120,二甲,164,
青海省,玉树县,玉树藏族自治州人民医院,玉树州玉树县结曲南路附15号,815000,0976-8822523、8823116,格勒,160,二甲,139,
青海省,德令哈市,海西自治州人民医院,德令哈市文化路25号,817000,0977-8222273、8222673,张玉虎,170,二甲,117,骨科、普外科、血液内科、传染病科等
青海省,德令哈市,海西自治州蒙藏医院,德令哈市幸福路8号,817000,0977-8222550,俄日,,二甲,,肝病科、药浴科
青海省,格尔木市,格尔木市人民医院,格尔木市昆仑路76号,816000,0979-8490226,宋院长,220,二甲,277,心血管内科、整形外科
青海省,西宁市,西宁市回族医院,城东区南小街3号,810007,0971-8177502,刘宏勋,105,二乙,127,
青海省,尖扎县,尖扎县医院,尖扎县黄河路21号,811200,0973-8732402,马如毅,75,二乙,,
